Observation URI,refArea,Percentage of cases out of national total ,structure,Existence of chronic diseases - Hypertension,Existence of chronic diseases - does not exist,Town,Nb of Covid-19 cases,Existence of chronic diseases - Cardiovascular disease ,dataset,Existence of chronic diseases - Diabetes 
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Daraiya+Kesrouane,Keserwan_District,0e+00,nan,1,0,Daraiya Kesrouane,24,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Darb+Es-Sim,Sidon_District,3e-02,nan,1,0,Darb Es-Sim,291,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Darine,Akkar_Governorate,0e+00,nan,1,0,Darine,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Dayshouniyi,Matn_District,6.9e-01,nan,0,0,Dayshouniyi,7246,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Debaal+Menie,MiniyehâDanniyeh_District,0e+00,nan,1,0,Debaal Menie,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Debaal+Sour,Tyre_District,4e-02,nan,0,0,Debaal Sour,455,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Debl,Bint_Jbeil_District,3e-02,nan,1,0,Debl,355,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Deddeh,North_Governorate,7e-02,nan,1,0,Deddeh,778,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Deir+Aames,Tyre_District,0e+00,nan,1,0,Deir Aames,7,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Deir+Aammar,MiniyehâDanniyeh_District,5e-02,nan,1,0,Deir Aammar,565,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Deir+Baba,Mount_Lebanon_Governorate,0e+00,nan,1,0,Deir Baba,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Deir+Billa,Batroun_District,0e+00,nan,1,0,Deir Billa,51,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Deir+Chamra,Matn_District,0e+00,nan,1,0,Deir Chamra,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Deir+Dalloum,Akkar_Governorate,1e-02,nan,1,0,Deir Dalloum,91,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Deir+Dourit,Mount_Lebanon_Governorate,0e+00,nan,1,0,Deir Dourit,31,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Deir+El-Aachayer,Beqaa_Governorate,0e+00,nan,1,0,Deir El-Aachayer,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Deir+El-Ahmar,Baalbek-Hermel_Governorate,7e-02,nan,1,0,Deir El-Ahmar,687,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Deir+El-Ghazal,ZahlÃ©_District,2e-02,nan,1,0,Deir El-Ghazal,174,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Deir+El-harf,Baabda_District,0e+00,nan,1,0,Deir El-harf,26,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Deir+Ez-Zahrani,Nabatieh_Governorate,1.1e-01,nan,0,0,Deir Ez-Zahrani,1196,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Deir+Jannine,Akkar_Governorate,0e+00,nan,1,0,Deir Jannine,17,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Deir+Kifa,Tyre_District,3e-02,nan,1,0,Deir Kifa,338,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Deir+Koucheh,Mount_Lebanon_Governorate,0e+00,nan,1,0,Deir Koucheh,37,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Deir+Mimas,Marjeyoun_District,1e-02,nan,1,0,Deir Mimas,131,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Deir+Nbouh,MiniyehâDanniyeh_District,1e-02,nan,1,0,Deir Nbouh,126,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Deir+Ntar,Bint_Jbeil_District,3e-02,nan,1,0,Deir Ntar,358,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Deir+Qanoun+El-Aain,Tyre_District,0e+00,nan,1,0,Deir Qanoun El-Aain,12,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Deir+Qanoun+En-Nahr,Tyre_District,8e-02,nan,1,0,Deir Qanoun En-Nahr,869,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Deir+Qoubel,Aley_District,7e-02,nan,0,0,Deir Qoubel,765,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Deir+Siriane,Marjeyoun_District,1e-02,nan,1,0,Deir Siriane,106,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Dekouaneh,Matn_District,7.7e-01,nan,0,0,Dekouaneh,8087,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Dellafeh,Hasbaya_District,0e+00,nan,1,0,Dellafeh,19,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Derdaghaiya,Tyre_District,0e+00,nan,1,0,Derdaghaiya,1,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Dfoun,Aley_District,1e-02,nan,0,0,Dfoun,72,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Dhayra,Tyre_District,0e+00,nan,1,0,Dhayra,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Dhour+el+hawa,North_Governorate,0e+00,nan,0,0,Dhour el hawa,31,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Dibbabiyeh,Akkar_Governorate,5e-02,nan,1,0,Dibbabiyeh,525,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Dibbine,Marjeyoun_District,2e-02,nan,1,0,Dibbine,205,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Dibbiyeh,Mount_Lebanon_Governorate,2e-02,nan,1,0,Dibbiyeh,221,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Dik+El-Mehdi,Matn_District,1.4e-01,nan,1,0,Dik El-Mehdi,1452,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Dimane,Bsharri_District,1e-02,nan,0,0,Dimane,62,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Dlebta,Keserwan_District,0e+00,nan,0,0,Dlebta,24,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Dmit,Mount_Lebanon_Governorate,3e-02,nan,1,0,Dmit,349,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Douair+Aadouiyeh,Akkar_Governorate,0e+00,nan,0,0,Douair Aadouiyeh,18,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Douair+En-Nabatiyeh,Nabatieh_Governorate,9e-02,nan,0,0,Douair En-Nabatiyeh,977,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Douma,Batroun_District,2e-02,nan,0,1,Douma,168,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Douris,Baalbek-Hermel_Governorate,1.3e-01,nan,1,0,Douris,1410,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Edde+El-Batroun,Batroun_District,0e+00,nan,1,0,Edde El-Batroun,22,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Eddeh+Jbeil,Byblos_District,4e-02,nan,0,0,Eddeh Jbeil,419,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Eghbe,Keserwan_District,0e+00,nan,1,0,Eghbe,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ehmej,Byblos_District,4e-02,nan,1,0,Ehmej,397,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ein+el+Dahab,Akkar_Governorate,2e-02,nan,1,0,Ein el Dahab,219,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-El+Ain,Baalbek-Hermel_Governorate,6e-02,nan,1,0,El Ain,615,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-El+Ghabe,Matn_District,1e-02,nan,1,0,El Ghabe,56,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-El+Kfeir,Hasbaya_District,1e-02,nan,1,0,El Kfeir,114,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-El+Manara,Western_Beqaa_District,4e-02,nan,1,0,El Manara,401,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-El+Marej,Western_Beqaa_District,9e-02,nan,1,0,El Marej,956,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-En-Nahriyyi,Akkar_Governorate,0e+00,nan,1,0,En-Nahriyyi,1,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Enfeh,North_Governorate,1e-01,nan,1,0,Enfeh,1023,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Erkay,Sidon_District,1e-02,nan,0,0,Erkay,155,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Falougha,Baabda_District,4e-02,nan,0,0,Falougha,377,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Fanar,Matn_District,4e-01,nan,1,0,Fanar,4196,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Faraya,Keserwan_District,2e-02,nan,0,0,Faraya,249,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Fard,Akkar_Governorate,0e+00,nan,1,0,Fard,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Fardis+Hasbaiya,Hasbaya_District,1e-02,nan,1,0,Fardis Hasbaiya,117,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Fatqa,Keserwan_District,2e-02,nan,1,0,Fatqa,202,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Fatre,Byblos_District,1e-02,nan,1,0,Fatre,147,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Faytroun,Keserwan_District,6e-02,nan,1,0,Faytroun,591,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Fekehe,Baalbek-Hermel_Governorate,4e-02,nan,1,0,Fekehe,469,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ferhet,Byblos_District,0e+00,nan,1,0,Ferhet,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Fghal,Byblos_District,1e-02,nan,1,0,Fghal,74,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Fiaa,North_Governorate,3e-02,nan,1,0,Fiaa,280,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Fikani,ZahlÃ©_District,0e+00,nan,1,0,Fikani,31,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Fisan,Hermel_District,0e+00,nan,1,0,Fisan,6,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Fnaydek,Akkar_Governorate,5e-02,nan,1,0,Fnaydek,558,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Fouara,Mount_Lebanon_Governorate,0e+00,nan,1,0,Fouara,19,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Fourzol,ZahlÃ©_District,1.1e-01,nan,0,0,Fourzol,1174,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Fraides,Akkar_Governorate,0e+00,nan,1,0,Fraides,0,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Fraikeh,Matn_District,0e+00,nan,1,0,Fraikeh,47,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Fraudis+Ech-Chouf,Mount_Lebanon_Governorate,6e-02,nan,1,0,Fraudis Ech-Chouf,595,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Froun,Bint_Jbeil_District,2e-02,nan,0,1,Froun,247,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Furn+Ech-Chebbak,Baabda_District,7.6e-01,nan,1,0,Furn Ech-Chebbak,8029,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ghabat,Byblos_District,0e+00,nan,1,0,Ghabat,9,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ghaboune,Aley_District,1e-02,nan,1,0,Ghaboune,123,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ghalboun,Byblos_District,1e-02,nan,0,0,Ghalboun,70,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ghandouriyet+Bent+Jbeil,Bint_Jbeil_District,0e+00,nan,0,0,Ghandouriyet Bent Jbeil,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Gharzouz,Byblos_District,0e+00,nan,1,0,Gharzouz,12,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ghassaniyeh,Sidon_District,2e-02,nan,1,0,Ghassaniyeh,172,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ghazayleh,Akkar_Governorate,0e+00,nan,1,0,Ghazayleh,0,1,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ghazir,Keserwan_District,2.5e-01,nan,1,0,Ghazir,2617,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ghaziyeh,Sidon_District,2e-01,nan,1,0,Ghaziyeh,2153,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ghazzeh,Western_Beqaa_District,8e-02,nan,1,0,Ghazzeh,805,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ghbaet+Bolonya,Matn_District,0e+00,nan,1,0,Ghbaet Bolonya,38,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ghbaleh+Kesrouane,Keserwan_District,1e-02,nan,1,0,Ghbaleh Kesrouane,127,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ghbatiyeh,South_Governorate,0e+00,nan,1,0,Ghbatiyeh,6,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ghidras,Keserwan_District,3e-02,nan,1,0,Ghidras,285,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ghineh,Keserwan_District,1e-02,nan,1,0,Ghineh,149,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ghobairi,Baabda_District,2.18e+00,nan,1,0,Ghobairi,23032,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ghoifine,Byblos_District,2e-02,nan,1,0,Ghoifine,163,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ghosta,Keserwan_District,4e-02,nan,1,0,Ghosta,398,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Habbouch+En-Nabatiyeh,Nabatieh_Governorate,1.4e-01,nan,1,0,Habbouch En-Nabatiyeh,1500,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Habil,Byblos_District,0e+00,nan,0,0,Habil,0,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hadath+Baalback,Baalbek-Hermel_Governorate,0e+00,nan,1,0,Hadath Baalback,26,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hadath+Ej-Jebbeh,Bsharri_District,1e-02,nan,1,0,Hadath Ej-Jebbeh,57,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hadath-Sbeineh,Baabda_District,1.82e+00,nan,1,0,Hadath-Sbeineh,19194,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hadchit,Bsharri_District,3e-02,nan,1,0,Hadchit,290,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Haddatha,Bint_Jbeil_District,3e-02,nan,0,0,Haddatha,301,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hajjeh,Sidon_District,1e-02,nan,1,0,Hajjeh,89,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hakel,Byblos_District,0e+00,nan,1,0,Hakel,1,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hakour,Akkar_Governorate,0e+00,nan,1,0,Hakour,1,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Halate,Byblos_District,1.9e-01,nan,0,1,Halate,1969,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Halba,Akkar_Governorate,1.3e-01,nan,1,0,Halba,1407,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Halbata,Baalbek-Hermel_Governorate,1e-02,nan,1,0,Halbata,69,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Halloussiyeh,Tyre_District,2e-02,nan,1,0,Halloussiyeh,214,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hamat,Batroun_District,3e-02,nan,1,0,Hamat,276,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hammana,Baabda_District,5e-02,nan,1,0,Hammana,525,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hanaouay,Tyre_District,0e+00,nan,1,0,Hanaouay,25,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hanine,Bint_Jbeil_District,0e+00,nan,0,0,Hanine,25,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Haouch+El+Qinnabeh+Rachaya,Beqaa_Governorate,0e+00,nan,1,0,Haouch El Qinnabeh Rachaya,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Haouch+El-Harime,Western_Beqaa_District,2e-02,nan,0,0,Haouch El-Harime,230,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Haouch+En-Nabi,Baalbek-Hermel_Governorate,0e+00,nan,1,0,Haouch En-Nabi,30,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Haouch+Er-Rafqa,Baalbek-Hermel_Governorate,6e-02,nan,1,0,Haouch Er-Rafqa,624,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Haouch+Hala,ZahlÃ©_District,2e-01,nan,1,0,Haouch Hala,2130,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Haouch+Snaid,Baalbek-Hermel_Governorate,1e-02,nan,0,0,Haouch Snaid,56,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Haouch+Tall+Safiyeh,Baalbek-Hermel_Governorate,1e-02,nan,1,0,Haouch Tall Safiyeh,87,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Haouche+Barada,Baalbek-Hermel_Governorate,0e+00,nan,1,0,Haouche Barada,33,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Haql+el+Aazimeh,MiniyehâDanniyeh_District,1e-02,nan,1,0,Haql el Aazimeh,98,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Harabta,Baalbek-Hermel_Governorate,0e+00,nan,1,0,Harabta,6,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Haret+Es-Sit,Baabda_District,2e-02,nan,1,0,Haret Es-Sit,221,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Haret+Fouar,Zgharta_District,2e-02,nan,1,0,Haret Fouar,204,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Haret+Hreik,Baabda_District,1.77e+00,nan,1,0,Haret Hreik,18708,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Haret+Jandal,Mount_Lebanon_Governorate,1e-02,nan,1,0,Haret Jandal,70,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Haret+Saida,Sidon_District,1.9e-01,nan,1,0,Haret Saida,2044,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Harf,South_Governorate,0e+00,nan,1,0,Harf,19,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Harf+Es-Sayad,MiniyehâDanniyeh_District,0e+00,nan,1,0,Harf Es-Sayad,31,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Haris,Bint_Jbeil_District,1.1e-01,nan,0,0,Haris,1199,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Harouf,Nabatieh_Governorate,1.8e-01,nan,1,0,Harouf,1914,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hasbaiya,Hasbaya_District,8e-02,nan,1,0,Hasbaiya,796,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hasbaiya+El-Matn,Baabda_District,0e+00,nan,0,0,Hasbaiya El-Matn,33,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hasrayel,Byblos_District,3e-02,nan,1,0,Hasrayel,335,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hasroun,Bsharri_District,2e-02,nan,1,0,Hasroun,179,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hasrout,Mount_Lebanon_Governorate,2e-02,nan,0,0,Hasrout,206,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hayshe,Akkar_Governorate,0e+00,nan,1,0,Hayshe,1,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hayssa,Akkar_Governorate,1e-02,nan,1,0,Hayssa,155,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Haytla,Akkar_Governorate,0e+00,nan,1,0,Haytla,24,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Haytoura,South_Governorate,0e+00,nan,1,0,Haytoura,0,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hayzouq,Akkar_Governorate,1e-02,nan,1,0,Hayzouq,107,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hazerta,ZahlÃ©_District,5e-02,nan,0,0,Hazerta,553,0,Health_Status-Lebanon-2023,0
