Observation URI,refArea,Percentage of cases out of national total ,structure,Existence of chronic diseases - Hypertension,Existence of chronic diseases - does not exist,Town,Nb of Covid-19 cases,Existence of chronic diseases - Cardiovascular disease ,dataset,Existence of chronic diseases - Diabetes 
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfarfou,Zgharta_District,1e-02,nan,1,0,Kfarfou,132,1,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfarhata+,North_Governorate,2e-02,nan,1,0,Kfarhata ,189,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfarhata+Zgharta,Zgharta_District,2e-02,nan,1,0,Kfarhata Zgharta,213,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfarsghab,Zgharta_District,1e-02,nan,1,0,Kfarsghab,151,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfartoun,Akkar_Governorate,0e+00,nan,1,0,Kfartoun,1,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfaryachit,Zgharta_District,2e-02,nan,1,0,Kfaryachit,159,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfarzabad,ZahlÃ©_District,7e-02,nan,1,0,Kfarzabad,695,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfarzaina,Zgharta_District,2e-02,nan,1,0,Kfarzaina,250,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfoun,Byblos_District,1e-02,nan,1,0,Kfoun,73,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfour+El-Aarbi,Batroun_District,0e+00,nan,1,0,Kfour El-Aarbi,12,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfour+En-Nabatieh,Keserwan_District,1.2e-01,nan,1,0,Kfour En-Nabatieh,1264,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Khalwat,Hasbaya_District,0e+00,nan,1,0,Khalwat,42,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kharbe,Byblos_District,0e+00,nan,1,0,Kharbe,1,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kharnoub,MiniyehâDanniyeh_District,0e+00,nan,1,0,Kharnoub,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Khartoum,Sidon_District,1e-02,nan,1,0,Khartoum,67,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Khat+el+Petrol,Akkar_Governorate,0e+00,nan,1,0,Khat el Petrol,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Khayayeb+Saida,Sidon_District,9e-02,nan,1,0,Khayayeb Saida,993,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Khereibet+Ech-Chouf,Mount_Lebanon_Governorate,0e+00,nan,0,0,Khereibet Ech-Chouf,4,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Khinchara,Matn_District,2e-02,nan,1,0,Khinchara,212,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Khirbet+Bisri,Mount_Lebanon_Governorate,0e+00,nan,1,0,Khirbet Bisri,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Khirbet+Char,Akkar_Governorate,0e+00,nan,1,0,Khirbet Char,50,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Khirbet+Daoud+Aakkar,Akkar_Governorate,1e-02,nan,1,0,Khirbet Daoud Aakkar,78,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Khirbet+Jord,Akkar_Governorate,0e+00,nan,1,0,Khirbet Jord,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Khirbet+Qanafar,Western_Beqaa_District,2e-02,nan,1,0,Khirbet Qanafar,249,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Khirbet+Rouha,Beqaa_Governorate,2e-02,nan,1,0,Khirbet Rouha,170,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Khirbet+Selm,Bint_Jbeil_District,6e-02,nan,1,0,Khirbet Selm,642,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Khiyam+Marjaayoun,Marjeyoun_District,1.3e-01,nan,0,0,Khiyam Marjaayoun,1415,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Khodr+Baalbek,Baalbek-Hermel_Governorate,3e-02,nan,1,0,Khodr Baalbek,312,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Khreibet+Baabda,Baabda_District,0e+00,nan,1,0,Khreibet Baabda,12,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Khreibet+Ej-Jindi,Akkar_Governorate,0e+00,nan,1,0,Khreibet Ej-Jindi,1,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Khzaiz,Sidon_District,0e+00,nan,0,0,Khzaiz,0,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kleyleh,Mount_Lebanon_Governorate,0e+00,nan,1,0,Kleyleh,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kneisset+Aakkar,Akkar_Governorate,0e+00,nan,0,1,Kneisset Aakkar,3,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kneisset+Ech-Chouf,Mount_Lebanon_Governorate,0e+00,nan,1,0,Kneisset Ech-Chouf,17,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kneisset+Sour,Tyre_District,0e+00,nan,0,0,Kneisset Sour,0,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kouachra,Akkar_Governorate,0e+00,nan,1,0,Kouachra,39,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kouakh,Hermel_District,1e-02,nan,1,0,Kouakh,84,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Koueikhat,Akkar_Governorate,1e-02,nan,1,0,Koueikhat,73,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kounine,Bint_Jbeil_District,3e-02,nan,1,0,Kounine,307,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kour,Batroun_District,1e-02,nan,1,0,Kour,67,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kousba,North_Governorate,7e-02,nan,1,0,Kousba,687,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kroum+El-Aarab,Akkar_Governorate,0e+00,nan,0,0,Kroum El-Aarab,0,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Laboueh,Baalbek-Hermel_Governorate,9e-02,nan,0,0,Laboueh,992,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Lala,Western_Beqaa_District,4e-02,nan,1,0,Lala,407,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Laqlouq,Byblos_District,0e+00,nan,1,0,Laqlouq,1,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Lassa,Byblos_District,0e+00,nan,1,0,Lassa,39,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Lebaa,South_Governorate,2e-02,nan,1,0,Lebaa,164,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Lehfed,Byblos_District,1e-02,nan,1,0,Lehfed,62,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Libbaya+West+Bekaa,Western_Beqaa_District,3e-02,nan,0,0,Libbaya West Bekaa,332,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Louayzet+Jezzine,South_Governorate,0e+00,nan,0,0,Louayzet Jezzine,11,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Loubieh,Sidon_District,3e-02,nan,1,0,Loubieh,287,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Maad,Byblos_District,0e+00,nan,1,0,Maad,2,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Maarab,Keserwan_District,1e-02,nan,1,0,Maarab,53,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Maaraboun,Baalbek-Hermel_Governorate,0e+00,nan,1,0,Maaraboun,20,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Maarakeh,Tyre_District,2.4e-01,nan,1,0,Maarakeh,2587,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Maaroub,Tyre_District,7e-02,nan,0,0,Maaroub,721,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Maasrati,Aley_District,0e+00,nan,1,0,Maasrati,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Maasser+Beit+Ed-Dine,Mount_Lebanon_Governorate,0e+00,nan,1,0,Maasser Beit Ed-Dine,32,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Maasser+Ech-Chouf,Mount_Lebanon_Governorate,1e-02,nan,0,0,Maasser Ech-Chouf,88,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Maaysra+Kesrouane,Keserwan_District,1e-02,nan,1,0,Maaysra Kesrouane,109,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Machghara,Western_Beqaa_District,1.4e-01,nan,1,0,Machghara,1478,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Machha,Akkar_Governorate,3e-02,nan,1,0,Machha,271,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Machmoucheh,South_Governorate,0e+00,nan,1,0,Machmoucheh,7,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Machta+Hammoud,Akkar_Governorate,1e-02,nan,1,0,Machta Hammoud,141,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Machta+Hassan,Akkar_Governorate,1e-02,nan,1,0,Machta Hassan,56,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Maghdoucheh,Sidon_District,6e-02,nan,1,0,Maghdoucheh,647,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Magher+wbala,Bsharri_District,0e+00,nan,1,0,Magher wbala,1,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mahrouna,Tyre_District,2e-02,nan,1,0,Mahrouna,201,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Majdala,Akkar_Governorate,2e-02,nan,1,0,Majdala,244,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Majdaloun,Baalbek-Hermel_Governorate,1e-02,nan,1,0,Majdaloun,78,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Majdalouna,Mount_Lebanon_Governorate,0e+00,nan,0,1,Majdalouna,0,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Majdel,Tyre_District,5e-02,nan,1,0,Majdel,521,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Majdel+Aanjar,ZahlÃ©_District,1.4e-01,nan,1,0,Majdel Aanjar,1468,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Majdel+Baana,Aley_District,2e-02,nan,1,0,Majdel Baana,257,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Majdel+Balhis,Beqaa_Governorate,0e+00,nan,1,0,Majdel Balhis,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Majdel+El-Aqoura,Byblos_District,0e+00,nan,1,0,Majdel El-Aqoura,19,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Majdel+El-Meouch,Mount_Lebanon_Governorate,0e+00,nan,0,0,Majdel El-Meouch,9,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Majdel+Selm,Marjeyoun_District,9e-02,nan,1,0,Majdel Selm,938,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Majdel+el-Koura,North_Governorate,1e-02,nan,1,0,Majdel el-Koura,157,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Majdel+tarchich,Matn_District,0e+00,nan,0,0,Majdel tarchich,10,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Majdelyoun,Sidon_District,6e-02,nan,1,0,Majdelyoun,603,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Majdelzoun,Tyre_District,6e-02,nan,1,0,Majdelzoun,645,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Maknounet+Jezzine,South_Governorate,0e+00,nan,1,0,Maknounet Jezzine,22,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Makseh,ZahlÃ©_District,4e-02,nan,1,0,Makseh,388,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Malkiyah+Village,Tyre_District,0e+00,nan,1,0,Malkiyah Village,42,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mansoura,Western_Beqaa_District,2e-02,nan,1,0,Mansoura,245,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mansoura+,Akkar_Governorate,0e+00,nan,1,0,Mansoura ,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mansouri,Tyre_District,6e-02,nan,1,0,Mansouri,619,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mansouriyet+Bhamdoun,Aley_District,0e+00,nan,1,0,Mansouriyet Bhamdoun,5,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Maqneh,Baalbek-Hermel_Governorate,2e-02,nan,1,0,Maqneh,243,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mar+Boutros+Karm+Et-Tine,Matn_District,1e-02,nan,1,0,Mar Boutros Karm Et-Tine,132,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mar+Chaaya,Matn_District,2e-02,nan,1,0,Mar Chaaya,180,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mar+Mama,Batroun_District,0e+00,nan,1,0,Mar Mama,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mar+Moussa+Ed-Douar,Matn_District,3e-02,nan,0,0,Mar Moussa Ed-Douar,328,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Marj+Barja,Mount_Lebanon_Governorate,0e+00,nan,0,0,Marj Barja,0,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Marj+Ez-Zouhour+%28Haouch+El-Qinnaabeh%29,Hasbaya_District,0e+00,nan,1,0,Marj Ez-Zouhour (Haouch El-Qinnaabeh),31,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Marjaba,Matn_District,1e-02,nan,0,0,Marjaba,103,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Markaba,Marjeyoun_District,3e-02,nan,1,0,Markaba,289,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Maroun+Er-Ras,Bint_Jbeil_District,0e+00,nan,0,0,Maroun Er-Ras,2,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Massa,ZahlÃ©_District,1e-02,nan,1,0,Massa,130,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Massaaoudiyeh,Akkar_Governorate,0e+00,nan,1,0,Massaaoudiyeh,45,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mayasseh,Matn_District,3e-02,nan,1,0,Mayasseh,296,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Maydoun,Western_Beqaa_District,1e-02,nan,1,0,Maydoun,133,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mayfadoun,Nabatieh_Governorate,8e-02,nan,1,0,Mayfadoun,848,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mayfouq,Byblos_District,1e-02,nan,0,0,Mayfouq,74,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mayrouba,Keserwan_District,2e-02,nan,1,0,Mayrouba,252,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mazareaa+Jabal+Akroum,Akkar_Governorate,2e-02,nan,1,0,Mazareaa Jabal Akroum,202,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mazraat+Assaf,Bsharri_District,0e+00,nan,1,0,Mazraat Assaf,0,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mazraat+Balda,Akkar_Governorate,0e+00,nan,1,0,Mazraat Balda,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mazraat+Bani+Saab,Bsharri_District,0e+00,nan,1,0,Mazraat Bani Saab,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mazraat+Bani+Sakher,Akkar_Governorate,0e+00,nan,1,0,Mazraat Bani Sakher,1,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mazraat+Beit+Ghattas,Akkar_Governorate,0e+00,nan,1,0,Mazraat Beit Ghattas,4,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mazraat+Ech-Chouf,Mount_Lebanon_Governorate,2e-02,nan,1,0,Mazraat Ech-Chouf,163,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mazraat+El-Hdaira,Matn_District,1.8e-01,nan,0,0,Mazraat El-Hdaira,1930,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mazraat+El-Mathane,South_Governorate,0e+00,nan,1,0,Mazraat El-Mathane,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mazraat+Es-Dahr,Mount_Lebanon_Governorate,0e+00,nan,1,0,Mazraat Es-Dahr,20,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mazraat+Et-Teffah,Zgharta_District,0e+00,nan,1,0,Mazraat Et-Teffah,12,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mazraat+Ez-Zalloutiyeh,Tyre_District,0e+00,nan,1,0,Mazraat Ez-Zalloutiyeh,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mazraat+Harkish,Zgharta_District,0e+00,nan,1,0,Mazraat Harkish,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mazraat+Hokka,Zgharta_District,0e+00,nan,1,0,Mazraat Hokka,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mazraat+Mechref,Tyre_District,1e-02,nan,1,0,Mazraat Mechref,71,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mazraat+Nahr+Zgharta,Zgharta_District,0e+00,nan,1,0,Mazraat Nahr Zgharta,2,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mazraat+Swaidan,Baalbek-Hermel_Governorate,0e+00,nan,1,0,Mazraat Swaidan,0,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mazraat+Yachouaa,Matn_District,2.2e-01,nan,1,0,Mazraat Yachouaa,2325,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mazraat+beit+Mchaik,Baalbek-Hermel_Governorate,1e-02,nan,1,0,Mazraat beit Mchaik,61,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mchaneh,Byblos_District,0e+00,nan,0,0,Mchaneh,39,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mcherfeh,Aley_District,2e-02,nan,1,0,Mcherfeh,160,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mchikha,Matn_District,3e-02,nan,0,0,Mchikha,364,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mdoukha,Beqaa_Governorate,0e+00,nan,0,1,Mdoukha,48,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mechref,Mount_Lebanon_Governorate,1e-02,nan,1,0,Mechref,86,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mehmarch,Batroun_District,0e+00,nan,1,0,Mehmarch,2,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Meimes,Hasbaya_District,2e-02,nan,1,0,Meimes,199,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Meiss+Ej-Jabal,Marjeyoun_District,1.2e-01,nan,1,0,Meiss Ej-Jabal,1279,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mejdlaiya,Aley_District,0e+00,nan,1,0,Mejdlaiya,14,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mejdlaiya+Zgharta,Zgharta_District,1.8e-01,nan,1,0,Mejdlaiya Zgharta,1855,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Menneaa,Akkar_Governorate,0e+00,nan,0,0,Menneaa,0,1,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Meri,Hasbaya_District,0e+00,nan,1,0,Meri,11,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Merkebta,MiniyehâDanniyeh_District,1e-02,nan,1,0,Merkebta,148,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Merouahine,Tyre_District,0e+00,nan,1,0,Merouahine,21,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Merouaniyeh,Sidon_District,7e-02,nan,1,0,Merouaniyeh,702,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Metrit,North_Governorate,0e+00,nan,1,0,Metrit,34,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mghairiyeh+Ech-Chouf,Mount_Lebanon_Governorate,5e-02,nan,1,0,Mghairiyeh Ech-Chouf,534,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mghayreh+Jbeil,Byblos_District,0e+00,nan,0,0,Mghayreh Jbeil,1,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mhaibib,Marjeyoun_District,0e+00,nan,0,0,Mhaibib,3,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Mhaiydseh+Rachaya,Beqaa_Governorate,1e-02,nan,1,0,Mhaiydseh Rachaya,55,1,Health_Status-Lebanon-2023,1
